Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
131,madrid_hdbscan_5_5,131,113,-3.708535213792771,40.34601533413008,-3.7086014,40.3458326,3.459499396910373e-05,3266368.541671625,0.0019398382297728,0.0041978519210554,0.0019081247448314,0.0010410892485195,Yes,0.027,0.062,0.035,0.027,0.053,0.035,0.053,,,0.018,0.027,,,0.009,0.009,,0.009,,0.018,,0.071,0.035,,0.027,,,0.053,0.009,0.018,0.018,,,,,,,,,,0.009,0.018,,0.009,0.009,0.027,0.018,,0.035,,,,,,,,0.009,,0.009,,,,,0.009,,,,0.009,,0.018,,0.009,,,,,,0.009,,,,,0.009,,,,0.009,,,0.009,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,0.009,,,,,,,,,0.009,0.009,0.009,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7088484 40.3442835, -3.7111629 40.3447176, -3.7126087 40.3450011, -3.7121172 40.346153, -3.7109754 40.3468851, -3.7068062 40.3488857, -3.7065983 40.3489001, -3.7063287 40.3489174, -3.7052918 40.34864, -3.70514363291582 40.3482754599617, -3.705143067601989 40.348269292220195, -3.706095676744192 40.34506620942627, -3.7067466 40.3447153, -3.7088484 40.3442835))",8367.0,42.1,17.58,10158.64,88.1,16064.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,Urban
145,madrid_hdbscan_5_5,145,7,-3.671175676354243,40.50781329935823,-3.6711726,40.5078343,1.5526619505841438e-06,4508386.385952495,0.0004437203394721,0.00113962842685,0.0004416031144597,0.0003247924608234,Yes,,,0.143,,,0.143,,,,0.143,,,,,0.143,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.672128434479704 40.507187995507564, -3.6711726 40.5082246, -3.6709914 40.5081627, -3.6706306 40.5077569, -3.6708383 40.5076091, -3.672128434479704 40.507187995507564))",110.0,32.56,3.67,25634.87,88.1,3482.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,Local
158,madrid_hdbscan_5_5,158,17,-3.706327864685907,40.49249993514592,-3.7064046,40.4923868,7.01275892378792e-06,2424152.9168120185,0.0009980968168527,0.0019101316146209,0.0010439086237571,0.0005721768564879,Yes,,,0.176,,,0.059,0.294,,,,,,,,,,,,,,,,0.059,,,,0.059,,,,,,,0.059,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7045768 40.4917368, -3.7058181 40.4918314, -3.7064786 40.4921897, -3.7078365 40.492931, -3.7078642 40.4929738, -3.7080438 40.4932719, -3.707370095385305 40.49375951673602, -3.706564921342306 40.493207070164075, -3.704646330272535 40.49185069821645, -3.7045768 40.4917368))",87.0,42.5,23.2,34765.0,88.1,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Urban
211,madrid_hdbscan_5_5,211,9,-3.6833692652488352,40.41620801769821,-3.683176759562723,40.41578732041714,1.187609898103664e-05,757824.603379519,0.001391887826251,0.0025188580507665,0.0008267041988541,0.0012626138409988,Yes,,,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.683094619310308 40.41453911998617, -3.684944601819673 40.4167282999911, -3.6842812 40.418556, -3.683068374472072 40.417325994146346, -3.681988053717626 40.41518346874299, -3.683094619310308 40.41453911998617))",62.0,47.4,27.5,24572.0,88.1,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urban
219,madrid_hdbscan_5_5,219,5,-3.600538978507052,40.42566713153647,-3.6005503,40.425738357682384,3.574278753652956e-06,1398883.6194966438,0.0007849781069314,0.0014180767308708,0.000440562679369,0.0008328924519212,Yes,,,,,,0.2,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6005503 40.4242491, -3.6011891 40.4268257, -3.599801892535261 40.425738357682384, -3.6005503 40.4242491))",241.0,40.77,7.34,18354.73,88.1,4531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Urban
266,madrid_hdbscan_5_5,266,6,-3.762857666666667,40.39115278333333,-3.76290075,40.39125105,2.08658700000026e-07,28755091.448376,0.0002310269205815,0.0003724918004293,0.0001265786668,0.0002212416432821,Yes,,0.167,,,,0.333,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7626685 40.3908319, -3.76271 40.3908698, -3.763023 40.3914205, -3.7628904 40.3912601, -3.7626685 40.3908319))",8.0,43.1,21.3,12418.0,88.1,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Local
276,madrid_hdbscan_5_5,276,24,-3.6344549117324223,40.4445485389407,-3.63444085,40.44451177333104,5.547326172866666e-06,4326408.6610572655,0.0007510188735218,0.0017782556279046,0.0006936751441025,0.0005138724824922,Yes,,0.042,0.417,,0.042,0.042,0.042,,,,,,,,,,,,0.042,,,,,,,,0.042,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.635395046082686 40.443605692188115, -3.635727213397978 40.44405157299628, -3.635335 40.4448785, -3.6349748 40.4451731, -3.6344722 40.4453972, -3.6344015 40.4454246, -3.632785449322393 40.44501794970506, -3.632677401782122 40.44449704666208, -3.6344341 40.4436262, -3.635395046082686 40.443605692188115))",282.0,45.4,19.89,25371.94,88.1,2517.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Urban
289,madrid_hdbscan_5_5,289,5,-3.645763101441382,40.39964626278062,-3.6454779,40.3995562,2.375348513629017e-06,2104954.2714728145,0.00087762272673,0.0009825926714821,0.0007648520982397,0.0004418411502541,Yes,,,,0.2,,0.4,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6454779 40.3990172, -3.6466877 40.3995562, -3.6466569 40.3998401, -3.6450818 40.4003543, -3.64491120720691 40.399463513903086, -3.6454779 40.3990172))",239.0,44.74,20.45,12718.48,88.1,4230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Local
299,madrid_hdbscan_5_5,299,10,-3.6876049260536754,40.38600169496273,-3.6873469,40.38596845,3.523670946930873e-06,2837949.4426714354,0.0009416724912457,0.0018000239792687,0.0010281163912149,0.0003084681723813,Yes,,0.1,0.1,,,0.1,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6892025 40.385508, -3.6889134 40.3863749, -3.685898465016184 40.3865744750719, -3.6874803 40.3857051, -3.6892025 40.385508))",315.0,44.96,19.5,20672.75,88.1,3686.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Mixed
305,madrid_hdbscan_5_5,305,15,-3.651103004443424,40.42567332329652,-3.6509801166513327,40.425744550000005,4.771351039995858e-06,3143763.658188734,0.0008147919513821,0.0017163248982903,0.0006048747071134,0.0006914538583783,Yes,0.067,,0.067,,,0.2,,,,0.067,,,,,,,,,,,,,0.067,,,,0.067,,,,,,,,,,,,,,0.067,,,,0.133,,,0.067,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6504451 40.4240881, -3.6522601 40.425192, -3.6519902 40.425931, -3.6506515 40.4263754, -3.6502793 40.4264969, -3.6504451 40.4240881))",994.0,45.28,20.73,12178.18,88.1,9750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,Local
449,madrid_hdbscan_5_5,449,35,-3.711138200392452,40.472773663382064,-3.711602613735812,40.4727481,5.389028760002324e-06,6494676.788472902,0.0011305072757489,0.0025475261966436,0.0012419200604364,0.0003193772363303,Yes,0.057,,0.029,0.086,,0.057,0.029,0.029,,,,,,0.029,0.229,,,,,,0.057,0.029,,0.029,,0.057,0.029,,,0.029,,,,,,,,,,,,,,,0.029,0.029,,,,,,,,,,,,0.029,,,,,,,,,,,0.029,,,,,,,,,0.029,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7124396 40.4721588, -3.7126624 40.472781, -3.7128117 40.4732044, -3.7121406 40.4734357, -3.7085913 40.4727172, -3.7089862 40.4725245, -3.7094225 40.4724568, -3.7124396 40.4721588))",1271.0,47.49,23.63,14016.15,88.1,8055.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Mixed
452,madrid_hdbscan_5_5,452,17,-3.7320186,40.41230814705882,-3.732023,40.4123403,1.1466840000045369e-06,14825357.291052062,0.000389615293961,0.0008020226565564,0.0003349935100336,0.0002598454996112,Yes,,0.118,,0.059,,0.059,0.176,,,,0.059,,,,,,0.059,,,,0.059,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,0.059,,,,,,0.059,,,,,,,0.059,,0.059,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7315505 40.4116569, -3.732426 40.4120452, -3.7325573 40.4123218, -3.7324522 40.4123798, -3.7321487 40.4125002, -3.7318807 40.4126053, -3.7316256 40.4126769, -3.7314331 40.4123885, -3.7315505 40.4116569))",229.0,44.78,18.6,14828.86,88.1,5356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,Local
457,madrid_hdbscan_5_5,457,46,-3.753482723913044,40.40587686956521,-3.7535908,40.4059005,8.13248310000111e-06,5656328.99993284,0.0008856497778274,0.0021986178827974,0.0006363430142772,0.0008406693218139,Yes,0.043,0.065,0.022,0.065,,0.065,,,,0.022,,0.022,,,,,,,0.022,,0.065,0.043,0.022,0.087,,,0.022,,0.043,,,,0.022,,,,,,,,,,,0.043,0.022,,,,,,,,,,,0.022,,0.043,,,,,,,,,0.022,,0.043,0.022,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.022,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7544 40.4043018, -3.7545159 40.4044403, -3.7545186 40.4044832, -3.7544639 40.4061528, -3.7522988 40.4072034, -3.7518516 40.4073511, -3.7535532 40.4046499, -3.7544 40.4043018))",1203.0,46.08,23.83,15476.63,88.1,6522.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0,Mixed
468,madrid_hdbscan_5_5,468,6,-3.7088718333333337,40.478040283333335,-3.7089183,40.4781336,3.456646600040281e-07,17357863.543036424,0.000278568573183,0.0006061915467815,0.0002748227772381,0.0001657738662227,Yes,,,0.167,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7088661 40.4778026, -3.7091997 40.4781117, -3.708877 40.4781909, -3.7083095 40.4778139, -3.7088661 40.4778026))",73.0,46.45,24.5,13650.16,88.1,6983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Local
504,madrid_hdbscan_5_5,504,20,-3.73251673060288,40.39628012068455,-3.7324762,40.396346050000005,7.4123768699930515e-06,2698189.845279514,0.000935446799567,0.0020728763240291,0.0009121250452116,0.0005942561208711,Yes,,,0.15,0.05,,0.05,,,,,,,,,0.05,,,,0.05,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7341291 40.3949774, -3.7338045 40.3955845, -3.7319778 40.3971668, -3.7317408 40.3971813, -3.731258612057614 40.39712491369095, -3.7307658 40.3965741, -3.7341291 40.3949774))",1014.0,43.16,19.72,11423.52,88.1,8071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Urban
518,madrid_hdbscan_5_5,518,97,-3.751640046134911,40.37362197598553,-3.7513531,40.3734842,1.0487126801269356e-05,9249435.220737403,0.0011792495432674,0.0025058990419592,0.0007653569844653,0.0010632513908848,Yes,0.031,0.072,0.041,0.01,,0.031,0.031,,,0.01,0.041,,0.01,,,,0.01,,0.031,0.01,0.031,0.041,0.01,0.01,0.021,,0.021,,0.01,0.041,,,,,,,,,,,,,0.01,0.021,0.01,,,0.021,,,,,,,,0.01,,,,,,,,,,,0.041,,0.021,,0.01,0.021,,,,,,0.021,,,,,0.01,,,,,,,,,0.01,0.021,0.01,,,,,,0.01,,,,,,,,,,,0.01,,,,,,,,,,0.01,,,,,,,,,0.021,0.01,,,,,0.01,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.753180803411252 40.37164571764617, -3.7534561 40.3724157, -3.7511411 40.3754638, -3.7510605 40.3754421, -3.7507094 40.3752203, -3.7507173 40.3748888, -3.7508614 40.3734842, -3.7516662 40.3723258, -3.7525159 40.371766, -3.753180803411252 40.37164571764617))",1185.0,42.35,17.47,11570.96,88.1,6877.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,18.0,Mixed
